ProductID,Name,Description,Price,Quantity
570,Men's adidas Outdoor Naha Shoes,"Get maximum support, comfort and a refreshed look with these adidas Naha shoes for men comes wit a classic style. Mesh and synthetic upper with EVA midsole for maximum impact cushioning. Its Super High Traction Rubber for optimal grip in wet conditions.",5999,95
571,Men's adidas Sport Inspired Fassar Shoes,"These men's running-inspired shoes feature a Mesh upper for maximum ventilation, lightstrike IMEVA midsole and durable Rubber outsole for long-lasting wear.",3999,39
572,Men's adidas Sport Inspired Questar Flow Shoes,Light on your feet. Ready for the streets. These running-inspired shoes give the textured knit upper a modern edge with floating 3-Stripes integrated into the lacing system. Ultra-soft Cloudfoam cushioning in the one-piece midsole and outsole provides comfort that lasts all day long.,6999,28
573,Men's adidas Running Raddis 1.0 shoes,The premium looking adidas Raddis 1.0 Running shoes for men. The breathable and lightweight Knit-Mesh offer extended ventilation and comfort. IMEVA midsole and full Rubber outsole provides durability.,5599,11
574,Men's adidas Sport Inspired Run 70s Shoes,"In the 1970s, millions of people began running for fun and started a movement. These shoes give glimpses of iconic styles from that time while delivering a fresh look for today's streets. The leather upper has soft suede overlays and rides above a lightweight, classic die-cut midsole and a grippy outsole.",5999,34
575,Men's adidas Running Furio Lite 1.0 Shoes,The lightweight adidas Furio Lite 1.0 Running shoes for men crafted with Knit Mesh upper. The lightstrike IMEVA midsole with full Rubber outsole provides durability.,3599,91
576,Men's adidas Sport Inspired Run 60s Shoes,Celebrate an era of breaking barriers in sport. These '60s running-inspired shoes showcase a retro look for today's streets. The classic synthetic leather upper rides above a lightweight EVA midsole that brings modern cushioning to an old-school design. Iconic 3-Stripes show your adidas pride.,5599,42
577,Men's adidas Outdoor Hoist Light Sandals,Stylish and sleek adidas Hoist sandals for men. Adjustable straps enable optimal fit while the synthetic leather upper with embossing details for structure and style. The soft EVA footbed provide enhanced comfort. Durable and rugged rubber outsole with wet and dry traction pattern keeps you in control.,2999,81
578,Men's adidas Sport Inspired Run 70s Shoes,"These running-inspired shoes are designed with a knit upper and a textile lining for flexible, all-day comfort. 3-Stripes and a rubber outsole give the shoes a stylish sign-off.",7999,59
579,Men's adidas Outdoor Tell Path 19 Shoes,"The adidas Tell Path 19 shoes for men are crafted with a strong, grippy outsole inspired by mountain bike tires, and a super durable Mesh and Synthetic upper. Light strike EVA midsole with durable rubber outsole offers superior grip and traction in all directions.",3999,27
580,Men's adidas Sport Inspired Run90s Shoes,These shoes pack '90s attitude into a runner silhouette. The sleek shape boasts a smooth leather upper with tech-inspired neoprene details for an extra vintage feel. Pillow-soft cushioning brings unparalleled comfort to your every step.,7999,6
581,Men's adidas Running Dracon Shoes,Great everyday trainer for modern runner to go that extra mile. They have a mesh upper accented by contrast 3-Stripes. The EVA midsole and Rubber outsole provide comfort and support to their every step.,3999,47
582,Men's Running Duramo 9 Shoes,"These men's versatile running shoes are ideal for the treadmill or the trail. They feature a durable two-layer mesh upper for breathability and a seamless print overlay for additional support. Pillow-soft Cloudfoam cushions every stride, while the durable outsole provides long-lasting wear.",5999,38
583,Men's adidas Outdoor Andorian Shoes,"The adidas Andorian shoes for men are crafted with a strong, grippy outsole inspired by mountain bike tires, and a super durable Mesh and Synthetic upper. They come with Lightweight EVA midsole for stability and cushioning while the abrasion resistant rubber outsole provides aggressive traction for rough terrain.",4599,83
584,Men's adidas Running Kyris 4.0 Shoes,These lightweight running shoes come in a new upper design which is made low to ground with faster 3-Stripes execution which enhances it's overall appeal along with great fit. The combination of textile and mesh ensure breathability while the Lightstrike EVA midsole with full Rubber outsole provides durability.,4299,59
585,Men's adidas Outdoor Elevate 2018 Sandals,Stylish and sleek adidas sandals for women are extremely lightweight. Adjustable straps enable optimal fit while the Synthetic upper and soft EVA footbed with fitted heel provide enhanced comfort. Rubber outsole with wet and dry traction pattern keeps you in control.,2799,98
586,Men's adidas Running Erdiga 4.0 Shoes,"These Erdiga 4.0 running shoes for men will add a fresh vigour to your workout sessions. Featuring mesh upper and lining, these lace-ups are durable, light in weight and comfortable to wear. Furthermore, the rubber outsole ensures better traction on different surfaces.",4999,56
587,MEN'S ADIDAS RUNNING RADDIS 1.0 SHOES,The premium looking adidas Raddis 1.0 Running shoes for men. The breathable and lightweight Knit-Mesh offer extended ventilation and comfort. IMEVA midsole and full Rubber outsole provides durability.,5599,62
588,Men's adidas Running Whizz Shoes,"These men's running shoes keep you comfortable so you stay focused on your running goals. They feature a textile upper that wraps around the midfoot to give you stability where you need it most. Cloudfoam cushioning offers comfort with every stride, while a handy heel pull helps you get them on in a hurry.",5599,15
589,Men's adidas Running Sedna Shoes,"The adidas Running shoes for men. These lightweight shoes give all round comfort, cushioning, durability & support in a simplistic design. The combination of Textile-Mesh upper ensure breathability and durability while the Lightstrike EVA midsole provides premium cushioning. Full Rubber outsole provides durability.",4299,72
590,MEN'S ADIDAS RUNNING ERDIGA 4.0 SHOES,"These Erdiga 4.0 running shoes for men will add a fresh vigour to your workout sessions. Featuring mesh upper and lining, these lace-ups are durable, light in weight and comfortable to wear. Furthermore, the rubber outsole ensures better traction on different surfaces.",4599,7
591,Men's adidas Sport Inspired Arcadeis Shoes,These men's running-inspired shoes cradle your feet with a net mesh upper. Pillow-soft Cloudfoam cushioning in the one-piece midsole and outsole provides comfort that lasts all day long.,4599,35
592,MEN'S ADIDAS SPORT INSPIRED RUN 70S SHOES,"These running-inspired shoes are designed with a knit upper and a textile lining for flexible, all-day comfort. 3-Stripes and a rubber outsole give the shoes a stylish sign-off.",7999,21
593,MEN'S ADIDAS ORIGINALS RISING STAR X R1 SHOES,"These suede and leather shoes revive an '80s design that inspired the NMD R1's unique midsole plugs. Originally made for running on asphalt, the Rising Star featured removable midsole plugs to let runners adjust their cushioning level. Boost cushioning offers energy return in every stride.",14999,48
594,Women's Originals Continental 80 Shoes,"Originally launched for activities like aerobics and tennis, this '80s throwback design shows off retro charm. It offers a distinctive look with a chunky profile and a split cupsole. An EVA insert at the midsole gives an extra-cushioned, flexible feel. These shoes are made of soft leather and give off a little shine with metallic and snake-print details on the swerving stripe and heel patch. A logo window next to the laces completes the vintage look.",7999,40
595,Women's adidas Originals Superstar Shoes,"What's love got to do with it? EVERYTHING. An instant icon since 1970, the world famous adidas Superstar shoe gets a charming update. With every step you take, show the world that love reigns supreme. These shell-toe shoes show off a splash of printed hearts and appliquÃ© embroidered Trefoils. Printed hearts on the laces remind you to share the power of love every time you lace up.",7999,24
596,Men's Running Adispree 5.0 Shoes,The sleek looking adidas Adispree 5.0 running shoes for men crafted with Synthetic overlays with Mesh upper. The breathable Mesh and Synthetic upper offer extended grip and comfort. Lightstrike EVA midsole and full Rubber outsole provides durability.,3799,65
597,Men's adidas Running Kyris 1.0 Shoes,The adidas Kyris 1.0 shoes for men. These lightweight running shoes come in a new upper design which is made low to ground with faster 3-Stripes execution which enhances it's overall appeal along with great fit. The combination of textile and mesh ensure breathability while the Lightstrike EVA midsole with full Rubber outsole provides durability.,4599,44
598,Men's adidas Running Rey Shoes,These men's running shoes keep you comfortable so you stay focused on your goals. They feature a textile mesh upper along with Cloudfoam midsole provides optimum cushioning where you need it most and durable Rubber outsole for long-lasting wear.,4999,75
599,Women's adidas Originals Supercourt RX Shoes,"The Supercourt RX serves up court style with a modern look. These shoes show off an animal-print leather upper with neon and reflective details, wavy sidewalls and a split outsole. They're detailed with perforated 3-Stripes and a logo window next to the laces. Comes with an extra set of coloured laces.",13999,87
600,Women's adidas Originals Superstar Bold Shoes,"Born on the basketball courts in the '70s. Adopted by the world's first b-boys and girls in the '80s. Superstar is now a lifestyle staple for streetwear enthusiasts. So why not a homage to the girls? Your perfect pairing to any ensemble, ride high on a platform sole and emulate elegance. Prefer not to follow the status quo? Even the world famous shell toe has been re-worked for a chunky, statement look. Like to keep it polished? Attract all the right attention in clean lines and glossy patent stripes and heel patch. Whether you're hanging out on lunch break or celebrating an occasion with friends, you can write the rules for the next generation.",8999,11
601,Women's adidas Originals Supercourt RX Shoes,"The Supercourt RX serves up court style with a modern look. These shoes show off a leather upper with neon and reflective details, wavy sidewalls and a split outsole. They're detailed with perforated 3-Stripes and a logo window next to the laces.",12999,2
602,Men's Running Run60s Shoes,An adidas retro style made for everyday durability. These shoes update a classic running look with extra midsole cushioning to give you comfort for your whole day. Put your 3-Stripes pride on display.,5599,64
603,Men's adidas Sport Inspired Lite Racer RBN Shoes,Fresh running style. These shoes have a lightweight textile upper that hugs the foot with a sock-like construction. Plush midsole and outsole cushioning keeps your feet comfortable throughout the day. Seamless 3-Stripes flash down the sides.,5599,56
604,Men's adidas Sport Inspired Duramo Lite 2.0 Shoes,"Refine your interval training in these men's versatile running-inspired shoes. Featuring a lightweight mesh and synthetic upper, they combine responsive midsole cushioning with a soft collar that reduces ankle pressure.",4999,57
605,Men's adidas Sport Inspired Drogo Shoes,"Ready for everyday, these men's shoes bring running-inspired style to active feet. They have a mesh upper accented by contrast 3-Stripes. The EVA midsole and outsole provide support to their every step.",2699,3
606,Women's adidas Originals Superstar Bold Shoes,"Born on the basketball courts in the '70s. Adopted by the world's first b-boys and girls in the '80s. Superstar is now a lifestyle staple for streetwear enthusiasts. So why not a homage to the girls? Your perfect pairing to any ensemble, ride high on a platform sole and emulate elegance. Prefer not to follow the status quo? Even the world famous shell toe has been re-worked for a chunky, statement look. Like to keep it polished? Attract all the right attention in clean lines and glossy patent stripes and heel patch. Whether you're hanging out on lunch break or celebrating an occasion with friends, you can write the rules for the next generation.",8999,74
607,Women's Originals Superstar Bold Shoes,"When a shoe has been at the top of its game for almost half a century, you know there's something pretty special about it. That's the story of the adidas Superstar trainers. They've been cultural touchstones for 50 years, and they're just getting started. These shoes put a trendy spin on the look with a see-through TPU upper and a thick platform outsole that gives you a high vantage point.",10999,86
608,Women's Originals U_Path X Shoes,"With a sleek feel and futuristic look, the U_Path runner represents the next generation of track-inspired streetwear. These shoes come with a lightweight mesh upper. A leather heel cap adds luxe texture.",7599,58
609,Women's adidas Originals Superstar Pure Shoes,"Originally made for basketball courts in the '70s. Championed by hip hop royalty in the '80s. An icon on the streets of today. The sturdy rubber shell toe was first designed to protect the toes of B-ball pros across America. For the purists at heart, we strip it back in this minimalist all-leather version. No more sports features. It's a true fashion take but unmistakably the adidas Superstar silhouette. Clean lines and intricate gold branding add a touch of class. Make a casual look chic or dress down your outfit for a special occasion? It works both ways.",10999,54
610,Women's adidas Originals Superstar Slip-On Shoes,"Slip-on on your feet and have a chic look in no time. The shoelace-free design has a sporty upper made with elastic straps that wrap around your feet, providing a cozy and comfortable fit. Its modern style stands out in the most diverse combinations, from miniskirt to flare pants.",7599,28
611,Women's adidas Originals Superstar Shoes,"First they broke into basketball. Then they climbed onstage. Now they've been around the world and back again. Born in the early '70s, adidas Superstar Shoes have been kicking it for five decades with no sign of slowing down. These trainers put a spin on classic shell-toe style. Iconic serrated 3-Stripes and a rubber cupsole keep it authentic.",7999,14
612,Women's adidas Originals SL Andridge Shoes,"You like to mix and match and make things your own. Same with the adidas SL Andridge Shoes. Flaunt the eclectic mix of satin nylon, suede and patent leather, accented with pops of retro colour. Step up to a stacked sole for a little extra height and a lot of on-trend style.",9999,69
613,Women's adidas Originals Superstar Shoes,"First they broke into basketball. Then they climbed onstage. Now they've been around the world and back again. Born in the early '70s, adidas Superstar Shoes have been kicking it for five decades with no sign of slowing down. These trainers put a spin on classic shell-toe style. Iconic serrated 3-Stripes and a rubber cupsole keep it authentic.",7999,78
614,Women's adidas Originals Superstar Bold Shoes,"Born on the basketball courts in the '70s. Adopted by the world's first b-boys and girls in the '80s. Superstar is now a lifestyle staple for streetwear enthusiasts. So why not a homage to the girls? Your perfect pairing to any ensemble, ride high on a platform sole and emulate elegance. Prefer not to follow the status quo? Even the world famous shell toe has been re-worked for a chunky, statement look. Like to keep it polished? Attract all the right attention in clean lines and glossy patent stripes and heel patch. Whether you're hanging out on lunch break or celebrating an occasion with friends, you can write the rules for the next generation.",8999,37
615,Women's adidas Originals NMD_R1 Shoes,"Don't be afraid to shine. These shoes have the best of adidas' latest technical innovations, combined with style that honours the past. A metallic colour-fade midsole and metallic midsole plugs give them a gleaming look.",12999,80
616,Women's adidas Originals Superstar Shoes,"First they broke into basketball. Then they climbed onstage. Now they've been around the world and back again. Born in the early '70s, adidas Superstar Shoes have been kicking it for five decades with no sign of slowing down. These trainers put a spin on classic shell-toe style with a snakeskin-pattern upper that shines with metallic details. Iconic serrated 3-Stripes and a rubber cupsole keep it authentic.",7999,28
617,Women's adidas Originals NMD_R1 Shoes,"Don't be afraid to shine. These shoes have the best of adidas' latest technical innovations, combined with style that honours the past. A metallic colour-fade midsole and metallic midsole plugs give them a gleaming look.",12999,1
618,Women's adidas Originals Swift Run RF Shoes,Dominate the daily grind. These Swift Run RF Shoes steal style from joggers so you can keep the pace from morning lattes to late-night concerts. The supportive mesh upper and lightweight cushioning keep you comfy no matter how long your day runs.,7599,75
619,Women's adidas Originals Superstar Slip-On Shoes,"Slip-on on your feet and have a chic look in no time. The shoelace-free design has a sporty upper made with elastic straps that wrap around your feet, providing a cozy and comfortable fit. Its modern style stands out in the most diverse combinations, from miniskirt to flare pants.",7599,76
620,Women's adidas Originals Superstar Shoes,"Originally made for basketball courts in the '70s. Championed by hip hop royalty in the '80s. An icon on the streets of today. Favoured by top-level B-ball players for its protective construction, our scalloped rubber shell toe remains. A lifestyle staple recognised the world over. Subtle yet provocative gleaming patent snakeskin through the serrated 3-Stripes and heel patch adds extra edge to any look. So whether you're dressing up or dressing down, make this statement sneaker your own.",7999,39
621,Women's adidas Originals Rivalry Low Shoes,"You were born to sparkle. The Rivalry Low owned the hardwood in the '80s, but its influence extended far beyond basketball. Ready to be rediscovered by a new generation of skaters and artists, these adidas shoes have a soft leather upper with sequin details for a glamorous look that stands out from the crowd.",7999,80
622,Women's adidas Originals Superstar Pure LT Shoes,"Originally made for basketball courts in the '70s. Championed by hip hop royalty in the '80s. An icon on the streets of today. The sturdy rubber shell toe was first designed to protect the toes of B-ball pros across America. For the purists at heart, we strip it back in this minimalist all-leather version. No more sports features. It's a true fashion take but unmistakably the adidas Superstar silhouette. Clean lines and intricate gold branding add a touch of class. Make a casual look chic or dress down your outfit for a special occasion? It works both ways.",10999,82
623,Women's adidas Originals Swift Run RF Shoes,Dominate the daily grind. These Swift Run RF Shoes steal style from joggers so you can keep the pace from morning lattes to late-night concerts. The supportive mesh upper and lightweight cushioning keep you comfy no matter how long your day runs.,7599,53
624,Women's adidas Originals Superstar Bold Shoes,"When a shoe has been at the top of its game for almost half a century, you know there's something pretty special about it. That's the story of the adidas Superstar trainers. They've been cultural touchstones for 50 years, and they're just getting started. These shoes put a trendy spin on the look with a see-through TPU upper and a thick platform outsole that gives you a high vantage point.",10999,69
625,Women's adidas Originals Taekwondo Team Shoes,"This design is inspired by vintage Taekwondo styles originally worn to perfect high kicks and rapid foot strikes. The canvas shoes make a streetwear fashion statement as a chic, foot-hugging slip-on. They're shaped for a narrow, women's-specific fit and ride on a soft gum rubber outsole.",6599,58
626,Women's adidas Originals Superstar Shoes,"The sneaker that changed the face of '70s basketball. That shook up '80s hip hop. Today's ultimate lifestyle staple has never shied away from standing out. Drawing upon all its original glory, this unique rendition features a touch of gold. Its defining feature Ã?Â¢?? shiny patent snakeskin that catches the light just right. Like to follow your own path? Embrace this fierce spin on classic by teaming the shoe with a different look - that's unique to you - every day. From an all-black outfit to pastel layers and everything in between, play the style game your way. Whether you're working hard or playing harder, bring the Superstar sneaker into a space of its own.",7999,91
627,Women's adidas Originals Superstar Metal Toe Shoes,"B-ball hero. Hip hop icon. Cultural power player. Still going strong after fifty years, the adidas Superstar trainer deserves the gold. These shoes flash a golden metal shell toe for 24-karat style. A smooth leather upper is accented with glossy patent leather and metallic details to amp up the shine.",8999,75
628,Women's adidas Sport Inspired Cloudfoam Pure Shoes,These shoes bring the flexibility and feel of lightweight runners to a modern look. The innovative knit upper flashes seamless 3-Stripes on the sides. Ultra-soft cushioning keeps you comfortable all day.,5599,97
629,WOMEN'S ADIDAS ORIGINALS DEERUPT SHOES,"Deerupt taps into the disruptive spirit of contemporary art with a high-impact minimalist design. These shoes are lightweight and collapsible for easy packing. The upper and midsole are covered with a flexible mesh netting that provides light compression for a snug, comfortable feel.",9999,14
630,Women's adidas Originals NMD_R1 Primeknit Shoes,"With a nod to technical outerwear, these shoes blend heritage style with modern innovation. The breathable adidas Primeknit upper is detailed with knit-in color accents. Monofilament yarn in the upper enhances the breathability and see-through look. The Boost midsole provides responsive comfort and is accented with distinctive NMD plugs.",13999,31
631,Women's ADIDAS ORIGINALS NMD_R1 STLT PK SHOES,"A pioneer of contemporary street style, NMD is futuristic and fearless. It rejects the status quo and returns to adidas heritage for inspiration, where it remixes the best of the past for the right here, right now. These women's shoes are made with a flexible, ultralight adidas Primeknit upper that has sock-like construction for a close, contoured fit. Boost cushioning is soft yet responsive. EVA midsole inserts give the shoes signature NMD style.",15999,11
632,Women's adidas Originals I-5923 Shoes,"Updated for extra comfort, these shoes add modern cushioning to a '70s-style runner. The lightweight upper has a stretch mesh build detailed with suede overlays and serrated 3-Stripes. Boost in the midsole provides durable cushioning.",11999,17
633,Unisex adidas Originals Continental Vulc Shoes,"Steeped in nostalgia, the Continental captures the look of indoor sneakers from the early 1980s. These shoes have a canvas upper with a nubuck toe cap. The vulcanized rubber outsole keeps the look clean and classic while providing a comfortable, flexible feel.",6599,29
634,Unisex adidas Originals Marathon Tech Shoes,"These shoes draft off the Marathon TR, a trail-running pioneer that debuted in 1979. The rugged upper mixes breathable mesh and suede overlays with iconic 3-Stripes branding. A midfoot webbing print highlights the addition of responsive Boost cushioning.",11999,38
635,Women's adidas Originals NMD_R1 Shoes,"Don't be afraid to shine. These shoes have the best of adidas' latest technical innovations, combined with style that honours the past. A metallic colour-fade midsole and metallic midsole plugs give them a gleaming look.",12999,48
636,Women's adidas Outdoor Mode Sandals,Stylish and sleek adidas Mobe sandals for women are extremely lightweight. Adjustable straps enable optimal fit while the Synthetic upper and soft EVA footbed with fitted heel provide enhanced comfort. Rubber outsole with wet and dry traction pattern keeps you in control.,2499,25
637,Unisex adidas Originals Skateboarding 3MC x Jake Donnelly Shoes,"A modern classic made for everyone, these skate shoes feature Jake Donnelly's signature colours. The white leather upper has suede details, and it features a gold-accented ""Donnelly"" on the heel. The shoes ride a Geoflex outsole that moves naturally with your foot, providing great board feel.",6299,45
638,Women's adidas Outdoor Elevate 2018 Sandals,Stylish and sleek adidas sandals for women are extremely lightweight. Adjustable straps enable optimal fit while the Synthetic upper and soft EVA footbed with fitted heel provide enhanced comfort. Rubber outsole with wet and dry traction pattern keeps you in control.,2799,0
639,Women's adidas Originals Arkyn Shoes,The Arkyn offers a feminine design that's modern and playful. These sleek shoes show off a bold clash of colors and materials. They're made with a sock-like mesh upper that gives a snug and supportive feel.,11999,5
640,Men's adidas Originals Supercourt Shoes,The Supercourt distills 40 years of adidas tennis style. This version of the classic low-profile shoes has perforated 3-Stripes on a crisp leather upper. Decorative stitching and overlays add texture and depth for a multilayered look.,7599,6
641,WOMEN'S ADIDAS SPORT INSPIRED CLOUDFOAM ULTIMATE SHOES,These women's shoes show off running-inspired style with a knit upper that hugs the foot for a sock-like fit. Outsole cutouts flash a peek at a Cloudfoam midsole that offers optimal comfort.,6599,30
642,Women's adidas Originals POD-S3.1 Shoes,"Reviving the '90s-era ""Point of Deflection"" cushioning system, these shoes feature a three-part midsole that includes ultra-responsive Boost at the heel for endless energy. They're built to hug the foot with a mix of lightweight open and closed mesh. Bungee straps at the laces and heel add to the technical feel. The translucent TPU bridge comes with a heat-map graphic to call out a key part of the P.O.D. System.",11999,28
643,Unisex adidas Originals Marathon Tech Shoes,"These shoes follow in the style steps of adidas' first trail running shoe, the Marathon TR. The vintage-inspired upper is a mix of breathable mesh and synthetic suede, with the iconic 3-Stripes in contrast colour. Extra comfort comes from the energy-returning Boost midsole.",12999,40
644,Unisex adidas Originals Skateboarding 3MC Shoes,"Designed for skate but with an easy, everyday style. These shoes have a durable canvas and nylon upper that holds up to regular skate sessions. A flexible rubber outsole provides superior grip on your board. Targeted cushioning in the heel helps absorb impact for when you're riding hard.",5999,25
645,Unisex adidas Originals Skateboarding Adi-Ease Shoes,"Built for durability without sacrificing style, these classic skate shoes can handle any session. They have a suede upper and ride on a vulcanized rubber outsole that's grippy and flexible so you stick to your board. Contrast 3-Stripes keep the look firmly rooted in adidas style.",5999,65
646,Women's adidas originals TUBULAR SHADOW SHOES,"The Tubular Shadow takes the progressive, running-inspired design of the Tubular series and pares it down for maximum wearability. These women's shoes have a KevlarÃ?Â® and ripstop upper and an innovative wrap closure. The EVA outsole nods to Tubular's distinctive rippled look.",8999,91
647,WOMEN'S ADIDAS ORIGINALS SWIFT RUN SHOES,"Inspired by heritage running designs, these women's knit shoes have a sleek shape and a snug, sock-like feel. Embroidered accents and welded details elevate the look beyond basic. Built for all-day ease with a stretchy knit lining and a cushy midsole.",7599,87
648,Women's ADIDAS ORIGINALS SWIFT RUN PK SHOES,"A go-to sneaker must be comfortable, and it must look good wherever, whenever. Drawing on decades of adidas running heritage, these Swift Run shoes for women offer a modern mix of sporty style and all-day wearability. Made of adaptive, supportive adidas Primeknit with a multicolored lining that shows through at the toe, these shoes are engineered to fit like a sock. They ride on a comfy, all-purpose foam midsole with thin, flexible rubber tread.",9999,39
649,Women's adidas Originals Sambarose Shoes,"First launched in the '50s as an indoor sneaker, the Samba is now a street fashion fave. These shoes transform the Samba's classic low-profile style into a glamorous platform design. They pair a glossy patent leather upper with a rubber outsole. A laser-cut pattern on the heel and 3-Stripes adds eye-catching details.",9999,41
650,Women's adidas Originals Supercourt RX Shoes,"The Supercourt RX serves up court style with a modern look. These shoes show off an animal-print leather upper with neon and reflective details, wavy sidewalls and a split outsole. They're detailed with perforated 3-Stripes and a logo window next to the laces. Comes with an extra set of coloured laces.",13999,39
651,WOMEN'S ADIDAS ORIGINALS EVERYN SHOES,"Looking to the legacy styles for inspiration, adidas Originals always creates something new. These Everyn Shoes draw on decades of experience and lay the foundation for the future of clean, classic court style.",7999,80
652,Women's adidas Originals Sambarose Shoes,"Glam never looked so good. These adidas SAMBAROSE shoes reinvent the Samba, known for its classic football-inspired look, as a catwalk-worthy platform shoe. The buttery-soft leather upper (with a full leather tongue and lining) is embellished with sequins for a standout look. Reach new heights in the textured gum-rubber outsole that adds an extra boost to your stance. You were made for this moment.",7999,12
653,Women's adidas Running Cyberg 1.0 Shoes,Less really is more in these sleek running shoes offering maximum breathability. They come with mesh upper for optimal ventilation. The IMEVA midsole and full rubber outsole provide comfort and durability.,3799,0
654,Women's adidas Sport Inspired Courtset Shoes,These tennis-inspired shoes feature a soft suede upper and a comfortable textile lining. A gum rubber cupsole with a vulcanised look and leather-like 3-Stripes provide all-day style.,4999,56
655,WoMen's adidas TRAINING CRAZYMOVE TR SHOES,These women's training shoes bring a better-than-barefoot feel to the gym. Their responsive midsole-outsole design supports increased muscle activation for a more efficient workout. The flex-groove outsole allows natural motion and enhances traction.,5999,87
656,Men's Running Duramo 2.0 Shoes,"Designed for everyday training these men's versatile running shoes. Featuring a lightweight mesh and synthetic upper, they combine responsive midsole cushioning with a soft collar that reduces ankle pressure.",4999,65
657,Women's adidas Originals Continental 80 Shoes,"Steeped in nostalgia, the Continental 80 captures the retro look of indoor sneakers from the early 1980s. Made in soft nubuck, these shoes feature a swooping two-tone stripe and a distinctive split rubber cupsole that's built for a comfortable, flexible feel.",7999,25
658,Men's adidas Originals Nizza Shoes,"adidas Originals brings back a classic with these Nizza Low shoes. Originally conceived as basketball trainers, their clean looks and casual design made them a style hit on the streets",5999,27
659,Men's Running Duramo 2.0 Shoes,"Designed for everyday training these men's versatile running shoes. Featuring a lightweight mesh and synthetic upper, they combine responsive midsole cushioning with a soft collar that reduces ankle pressure.",4999,98
660,Men's adidas Running Duramo 2.0 Shoes,"Designed for everyday training these men's versatile running shoes. Featuring a lightweight mesh and synthetic upper, they combine responsive midsole cushioning with a soft collar that reduces ankle pressure.",4999,66
661,Men's adidas Originals Gazelle Shoes,"These shoes are a faithful reissue of the classic 1991 Gazelle. Authentic details like an ultra-soft suede upper, contrasting 3-Stripes and a T-shape toe recall early-'90s style. A metallic-gold logo completes the look.",7999,41
662,WOMEN'S ADIDAS ORIGINALS I-5923 SHOES,"These women's shoes fuse classic style with modern technology. Inspired by the iconic '80s Mercury sneaker, a vintage-inspired mesh upper shows off serrated 3-Stripes. Responsive Boost cushioning gives them a lightweight, modern feel.",11999,83
663,Women's adidas Originals Arkyn Shoes,The Arkyn offers a feminine design that's modern and playful. These sleek shoes show off a bold clash of colors and materials. They're made with a sock-like mesh upper that gives a snug and supportive feel.,11999,86
664,Men's adidas Originals POD-S3.1 Shoes,"The P.O.D. System revives the best of '90s cushioning with a modern look and feel. These shoes are made with a snug and supportive knit upper and feature a '90s-era modular midsole. For a modern update, they're built with Boost in the heel, bringing responsive cushioning to the most important part of your stride.",11999,50
665,Men's adidas Originals Lxcon 94 Shoes,The Lexicon launched in the mid '90s to give structured support and stability to serious runners. These shoes bring back the retro-tech look with the same lightweight mesh upper and textured suede 3-Stripes as the 1994 version. The translucent tube that runs through the eyestay and collar for pressure distribution adds an authentic detail from the archive design.,11999,69
666,Men's adidas Sport Inspired Glenn M Shoes,The adidas Glenn M shoes for men crafted with Mesh upper for added comfort and breathability. They come with Lightstrike EVA midsole for long term lightweight cushioning and shock absorption with a full rubber outsole for durability.,2499,51
667,Women's adidas Originals Hypersleek Shoes,"Fearless elegance. These shoes interpret classic sports style from an unabashedly feminine perspective. The angular platform midsole tapers to a sleek point at the toe, and a smooth leather upper is cut to hug the foot. One pair of socks is included.",9999,67
668,Men's adidas RUNNING Stardrift Low Shoes,Experience explosive energy and modern style with this new designed adidas Stardrift shoes for men. Sandwich mesh upper for maximum ventilation. They come with with edgy three stripes design.,4999,99
669,Men's adidas Originals Stan Smith Shoes,"Named after one of tennis' all-time greats, the Stan Smith is beloved for its sleek, minimalist style. These shoes rebuild the classic lines for winter with a tough ballistic nylon and leather upper. They're built to shed water with a durable water-resistant finish. Reflective details add a bright flash to grey days.",10999,14
670,Men's adidas Originals Yung-96 Shoes,The fearless looks of the 1990s return with the Yung-96 collection. These men's shoes have a chunky shape and high-profile sole. The wavy overlays mirror the '96 Yung Chasm design.,7999,10
671,Men's adidas Originals Yung-96 Shoes,"Daring and unabashedly eccentric, Yung-96 captures the rebellious spirit of the 1990s. This seasonal version features wavy overlays that mirror the '96 Yung Trail, an archival trail shoe. The shoes are made of mesh, suede and textile upper and offer a supportive, cushioned feel.",10999,4
672,Men's adidas Originals NMD_R1 Shoes,"Taking style cues from premium technical outerwear, these shoes blend '80s heritage with modern comfort. The soft and stretchy knit upper shows off subtle 3-Stripes and a translucent heel cage. Iconic EVA plugs accent the Boost midsole, adidas' most responsive cushioning ever.",12999,82
673,Men's adidas Outdoor Terrex CMTK Shoes,"Ready to conquer the mountain, these men's Terrex CMTK shoes keep you fast and stable over alpine terrain. Developed with athlete insights, these shoes are extremely lightweight and provide extraordinary grip for competitive racing. The mesh and synthetic upper has a breathable, sock-like construction for an optimal fit and comfort, while an EVA midsole cushions against impacts.",4999,7
674,Men's adidas Originals Yung-96 Chasm Trail Shoes,These Yung-96 shoes take design cues from the 1996 adidas Chasm runner. A rippled outsole provides extra traction on icy streets and creates a rugged look. The textile upper features metallic accents and a hologram tongue logo for a retro vibe.,8999,57
675,MEN'S ADIDAS ORIGINALS MICROPACER X R1 SHOES,"These suede and leather shoes are a hybrid of retro and modern adidas designs. They take tooling from the NMD R1 and combine it with the vintage tech look of the 1984 Micropacer, born during an era when wearable technology was an exciting new concept. Boost cushioning offers energy return in every stride.",18999,70
